"날짜","Product ID","바코드","SKU ID","SKU 명","벤더아이템 ID","벤더아이템명","로켓프레시","상품카테고리","하위카테고리","세부카테고리","브랜드","매출액(GMV)","판매수량(Units Sold)","반품수량(Return Units)","매입원가(COGS)","AMV","쿠폰 할인가(쿠팡 추가 할인가 제외)","쿠팡 추가 할인가","즉시 할인가","프로모션발생매출액(GMV)","프로모션발생판매수량(Units Sold)","평균판매금액(ASP)","주문건수","주문 고객 수","객단가","구매전환율","PV","정기배송 매출액(SnS GMV)","정기배송 매입원가(SnS COGS)","정기배송 비중(SnS %)","정기배송 판매수량(SnS Units Sold)","정기배송 반품수량(Return Units)","상품평 수","평균 상품 평점"
"20260503","7429293348","8809822423101","37212522","뉴트리커먼 삼대오백 카페인  27g 1박스 30정","86718050449","삼대오백 카페인,30정,3개","NO","Food","Healthy food","식물성류 건강식품","뉴트리커먼","47400.00","6","0","34854.00","24400.00","23000.00","0","0.00","23700","3","7900.00","2","2","23700.00","40.00","5","0.00","0.00","0","0","0","0","0.0"
"20260503","6682869338","8809822423118","37244806","오아 볼륨 컬링 티타늄 이지 봉고데기 핑크 OHA-012PK","86613065206","오아 볼륨 컬링 티타늄 프리볼트 이지 봉고데기,핑크,OHA-012PK","NO","CE","Beauty Appliance","고데기/매직기","오아","199000.00","5","-1","121215.00","199000.00","0.00","0","0.00","0","0","39800.00","6","6","39800.00","2.59","232","0.00","0.00","0","0","0","0","0.0"
"20260503","7219281186","8809487309246","37245159","삼대오백 아르기닌 6300  330g 1박스 15포","86613184422","삼대오백 아르기닌 6300 15p,330g,1개","NO","Food","Healthy food","헬스보충식품","오아","104940.00","6","0","64422.00","104940.00","0.00","0","0.00","0","0","17490.00","6","6","17490.00","12.77","47","0.00","0.00","0","0","0","1","5.0"
"20260503","7219281186","8809487309246","37245159","삼대오백 아르기닌 6300  330g 1박스 15포","89928063441","삼대오백 아르기닌 6300 15p,330g,3개","NO","Food","Healthy food","헬스보충식품","오아","99000.00","6","0","64422.00","99000.00","0.00","0","0.00","0","0","16500.00","2","2","49500.00","7.69","26","0.00","0.00","0","0","0","0","0.0"
"20260503","7487757176","8809822423095","37843037","오아 클린이컴팩트 OOR-012WH","86826937801","오아 클린이컴팩트 휴대용 무선 구강세정기,OOR-012WH,화이트","NO","CE","Health Appliance","구강세척기","오아","151200.00","4","0","92096.00","151200.00","0.00","0","0.00","0","0","37800.00","4","4","37800.00","2.72","147","0.00","0.00","0","0","0","0","0.0"
"20260503","7544195195","8809822422869","38157908","오아 슈퍼플로우 여행용 헤어 드라이기 BLDC 저소음 휴대용 미니 수이온 드라이어","86940803879","오아 슈퍼플로우 BLDC 저소음 헤어 수이온 드라이어 11000RPM 1200W,OHA-020BK,블랙","NO","CE","Beauty Appliance","헤어드라이어","오아","129000.00","1","0","78603.00","119970.00","0.00","9030","0.00","129000","1","129000.00","1","1","129000.00","3.57","28","0.00","0.00","0","0","0","0","0.0"
"20260503","7554201576","8809822422906","38312169","오아 뿌리 볼륨 고데기 미니 앞머리 휴대용 뽕 매직기","86987428170","오아 뿌리 볼륨 고데기,블랙,OHA-021BK","NO","CE","Beauty Appliance","고데기/매직기","오아","417600.00","12","0","254364.00","417350.00","0.00","250","0.00","34800","1","34800.00","12","12","34800.00","3.61","332","0.00","0.00","0","0","0","2","5.0"
"20260503","7561437551","8809822423149","38417806","오아 오토 자동 롤러 웨이브 펌 프리볼트 고데기","87021350688","오아 오토 헤어 웨이브 자동 롤러 볼륨 프리볼트 고데기,베이지,OHA-024BE","NO","CE","Beauty Appliance","고데기/매직기","오아","219200.00","4","0","133580.00","219200.00","0.00","0","0.00","0","0","54800.00","4","4","54800.00","1.57","254","0.00","0.00","0","0","0","0","0.0"
"20260503","7560734129","8809822422883","38455497","보아르 아가홀스 4in1 무소음 아기 붕붕카 흔들말 스프링카 세트 그레이","87031574693","보아르 아가홀스 4in1 무소음 아기 붕붕카 흔들말 스프링카 세트,그레이,1개","NO","Media","Baby Toys","흔들말/붕붕카","보아르","1736140.00","17","-1","1186906.00","1696140.00","40000.00","0","0.00","511150","5","102230.00","18","18","102230.00","1.66","1087","0.00","0.00","0","0","0","0","0.0"
"20260503","7550728226","8809822423125","38490170","오아 스퀘어 미니 휴대용 초음파 탁상용 무선 가습기-화이트 ","87038919366","오아 스퀘어 미니 휴대용 초음파 탁상용 무선 가습기,OHM-068WH,화이트","NO","CE","Seasonal Appliance","가습기","오아","98500.00","5","0","66395.00","89178.00","9322.00","0","0.00","19700","1","19700.00","5","5","19700.00","5.49","91","0.00","0.00","0","0","0","0","0.0"
"20260503","7550728226","8809822423132","38490171","오아 스퀘어 미니 휴대용 초음파 탁상용 무선 가습기 베이지 OHM-068BE","87038919376","오아 스퀘어 미니 휴대용 초음파 탁상용 무선 가습기,OHM-068BE,베이지","NO","CE","Seasonal Appliance","가습기","오아","-19700.00","-1","-1","-13279.00","-19700.00","0.00","0","0.00","0","0","0","0","0","0","0","10","0.00","0.00","0","0","0","0","0.0"
"20260503","7576301717","8809822423248","38676914","오아 포그밍 전기담요 전자파 안심 EMF 전기요 네이비 130 x 180","87088602261","오아 포그밍 전기담요 OBK-001NY,네이비,180 x 130 cm","NO","CE","Seasonal Appliance","전기요","오아","68000.00","1","0","42027.00","68000.00","0.00","0","0.00","0","0","68000.00","1","1","68000.00","5.88","17","0.00","0.00","0","0","0","0","0.0"
"20260503","7598271263","8809822423644","39030281","오아 아기 신생아 체중계 디지털 전자 유아 체중계 키 측정","87188820381","오아 신생아 유아 아기 반려동물 체중계,OWM-006WH,화이트,1개","NO","CE","Digital Scale","체중/신장계","오아","199000.00","5","0","121230.00","198200.00","0.00","800","0.00","79600","2","39800.00","5","5","39800.00","4.50","111","0.00","0.00","0","0","0","0","0.0"
"20260503","7610690083","8809822423873","39228155","오아 베이직 대용량 통세척 초음파 가습기  4.5L","87248611238","오아 베이직 대용량 통세척 초음파 가습기,OHM-078WH,화이트","NO","CE","Seasonal Appliance","가습기","오아","89600.00","2","0","54582.00","88900.00","0.00","700","0.00","89600","2","44800.00","2","2","44800.00","5.71","35","0.00","0.00","0","0","0","0","0.0"
"20260503","7611183433","8809822423811","39239709","오아 무선 에어건S 초강력 미니 먼지제거 청소기 OCL-033WH","87250795891","오아 무선 에어건S 초강력 먼지제거 미니 청소기,화이트,OCL-033WH","NO","CE","Living Appliance","핸디/스틱청소기","오아","57500.00","1","0","40693.00","57500.00","0.00","0","0.00","0","0","57500.00","1","1","57500.00","1.28","78","0.00","0.00","0","0","0","0","0.0"
"20260503","7551636407","8809822423323","39278162","오아 듀얼포그 미니 휴대용 초음파 탁상용 무선 가습기 ","87259616004","오아 듀얼포그 미니 휴대용 초음파 탁상용 무선 가습기,OHM-070WH,화이트","NO","CE","Seasonal Appliance","가습기","오아","28800.00","1","0","18213.00","28800.00","0.00","0","0.00","0","0","28800.00","1","1","28800.00","25.00","4","0.00","0.00","0","0","0","0","0.0"
"20260503","7554147814","8809822423002","39376011","오아 폴드A 3in1 접이식 무선충전기 안드로이드 갤럭시 휴대용 고속 충전 거치대 버즈 갤럭시워치 호환 화이트 1개","87287866877","오아 폴드A 3in1 접이식 무선충전기 안드로이드 갤럭시 휴대용 고속 충전 거치대 버즈 갤럭시워치 호환,화이트,1개","NO","CE","Cell Phone & Acc.","충전기","오아","59600.00","2","-1","36302.00","37600.00","22000.00","0","0.00","29800","1","29800.00","3","3","29800.00","6.52","46","0.00","0.00","0","0","0","0","0.0"
"20260503","7623017527","8809822423590","39415106","뉴트리커먼 삼대오백 국내산 브로콜리 정제 15g 1통 30정","87304736132","삼대오백 신선한 브로콜리 정제 30정,15g,1개","NO","Food","Healthy food","건강환","삼대오백","51600.00","4","0","30492.00","51600.00","0.00","0","0.00","0","0","12900.00","4","4","12900.00","22.22","18","0.00","0.00","0","0","0","0","0.0"
"20260503","7623017527","8809822423590","39415106","뉴트리커먼 삼대오백 국내산 브로콜리 정제 15g 1통 30정","87348508794","삼대오백 신선한 브로콜리 정제 30정,15g,2개","NO","Food","Healthy food","건강환","삼대오백","25800.00","2","0","15246.00","25800.00","0.00","0","0.00","0","0","12900.00","1","1","25800.00","33.33","3","0.00","0.00","0","0","0","0","0.0"
"20260503","7650029022","8809822423378","39651008","오아 팻츠 애견 애완동물 원터치 접이식  3in1 유모차 베이지","87436793392","오아 펫츠 애견 원터치 접이식 3 in 1 유모차,베이지,1개","NO","Leisure","Dog Supply","유모차","오아","178000.00","1","-1","147136.00","178000.00","0.00","0","0.00","0","0","178000.00","2","1","356000.00","0.59","339","0.00","0.00","0","0","0","0","0.0"
"20260503","7650199528","8809822423941","39653739","뉴트리커먼 삼대오백 티로신 BCAA 프로 아미노산 글루타민 대용량 헬스보충제 핑크피치 500g 1개","87437623904","삼대오백 티로신 BCAA 프로 헬스보충제 핑크피치,500g,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","164500.00","5","-1","97205.00","160199.00","0.00","0","0.00","0","0","32900.00","6","5","39480.00","8.82","68","0.00","0.00","0","0","0","0","0.0"
"20260503","7650908643","8809822423453","39663616","오아 클린이워터S 휴대용 무선 구강세정기 OOR-013WH","87441210897","오아 클린이워터S 구강세정기,OOR-013WH,화이트","NO","CE","Health Appliance","구강세척기","오아","37800.00","1","0","23024.00","35250.00","0.00","2550","0.00","37800","1","37800.00","1","1","37800.00","6.25","16","0.00","0.00","0","0","0","0","0.0"
"20260503","7660097163","8809822423972","39751867","뉴트리커먼 삼대오백 티로신 BCAA 프로 아미노산 글루타민 대용량 헬스보충제 스위트워터멜론 500g 1개","87487727542","삼대오백 BCAA 프로 헬스보충제 스위트워터멜론,500g,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","32900.00","1","0","19441.00","32900.00","0.00","0","0.00","0","0","32900.00","1","1","32900.00","5.00","20","0.00","0.00","0","0","0","0","0.0"
"20260503","7661885557","8809822423958","39935461","뉴트리커먼 삼대오백 티로신 BCAA 프로 아미노산 글루타민 대용량 헬스보충제  퍼플그레이프 500g 1개","87563818030","삼대오백 BCAA 프로 헬스보조제 퍼플그레이프,500g,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","230300.00","7","0","136087.00","171289.00","59011.00","0","0.00","65800","2","32900.00","7","7","32900.00","9.72","72","0.00","0.00","0","0","0","0","0.0"
"20260503","7675640984","8809822423781","39944753","보아르 이지전기포트S 휴대용 접이식 여행용 올스텐 무선 커피포트 VPT-007WH","87566584767","보아르 이지전기포트S 휴대용 접이식 여행용 올스텐 무선 커피포트,VPT-007WH","NO","CE","Kitchen Appliance","전기주전자","오아","59900.00","1","-1","36576.00","59900.00","0.00","0","0.00","0","0","59900.00","2","2","59900.00","1.63","123","0.00","0.00","0","0","0","0","0.0"
"20260503","7694619371","8809822424283","40185196","오아 클린프로  BLDC 멀티 에어건 무선 차량용 청소기 블랙 OCL-038BK","87660247353","오아 클린프로 무선 차량용청소기 세트,OCL-038BK,블랙","NO","Leisure","Car Electronics","차량용청소기","오아","0.00","0","-1","0.00","0.00","0.00","0","0.00","0","0","74800.00","1","1","74800.00","3.57","28","0.00","0.00","0","0","0","0","0.0"
"20260503","7720684000","8809822424016","40501253","보아르 컴포트클링 무선 UV 살균 침구청소기 아이보리 VCL-035IV","87790968749","보아르 컴포트클링 UV 무선 살균 침구 청소기,VCL-035IV,아이보리","NO","CE","Living Appliance","침구청소기","오아","216000.00","2","0","133132.00","216000.00","0.00","0","0.00","0","0","108000.00","2","2","108000.00","1.92","104","0.00","0.00","0","0","0","0","0.0"
"20260503","7709325166","R203940580001","40584589","삼대오백 글리세롤 펌프 20g x 15개, 2박스","87829015560","삼대오백 글리펌프 헬스보충제 15p,300g,2개","NO","Food","Healthy food","헬스보충식품","삼대오백","277200.00","14","0","144326.00","276106.00","1094.00","0","0.00","19800","1","19800.00","14","14","19800.00","10.85","129","0.00","0.00","0","0","0","1","4.0"
"20260503","7709325166","R203940580001","40584589","삼대오백 글리세롤 펌프 20g x 15개, 2박스","87911625870","삼대오백 글리펌프 헬스보충제 15p,300g,4개","NO","Food","Healthy food","헬스보충식품","삼대오백","39600.00","2","0","20618.00","39600.00","0.00","0","0.00","0","0","19800.00","1","1","39600.00","11.11","9","0.00","0.00","0","0","0","0","0.0"
"20260503","7709325166","8809822424214","40584590","삼대오백 글리세롤 펌프 20g x 15개, 1박스","87829015578","삼대오백 글리세롤 펌프 15p,300g,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","29700.00","3","0","20208.00","29700.00","0.00","0","0.00","0","0","9900.00","3","3","9900.00","10.71","28","0.00","0.00","0","0","0","0","0.0"
"20260503","7709325166","8809822424214","40584590","삼대오백 글리세롤 펌프 20g x 15개, 1박스","87911625976","삼대오백 글리세롤 펌프 15p,300g,3개","NO","Food","Healthy food","헬스보충식품","삼대오백","89100.00","9","0","60624.00","67100.00","22000.00","0","0.00","29700","3","9900.00","3","3","29700.00","20.00","15","0.00","0.00","0","0","0","0","0.0"
"20260503","7723807212","8809822424047","40639939","오아 25W 초소형 듀얼포트 PPS 초고속 PD 충전기 아이폰 갤럭시 C타입 어댑터","87852910456","오아 25W 초소형 듀얼포트 PPS 초고속 PD 충전기 아이폰 갤럭시 C타입 어댑터,1개,화이트","NO","CE","Cell Phone & Acc.","충전기","오아","9330.00","1","0","5786.00","9330.00","0.00","0","0.00","0","0","9330.00","1","1","9330.00","33.33","3","0.00","0.00","0","0","0","0","0.0"
"20260503","7743811249","8809822423934","40771157","보아르 아가맘마 통유리 보온 퓨어 분유포트","87908805820","보아르 아가맘마 통유리 보온 퓨어 분유포트,VPT-006WH","NO","CE","Kitchen Appliance","전기주전자","오아","276000.00","4","-2","168136.00","276000.00","0.00","0","-1380.00","0","0","69000.00","6","6","69000.00","1.33","452","0.00","0.00","0","0","0","0","0.0"
"20260503","7706173716","8809822424207","40772346","삼대오백 월드클래스 펌프 헬스부스터 프리워크아웃 에너지 드링크 오렌지 80g 15개입 80ml","87909061961","삼대오백 헬스부스터 프리워크아웃 월드클래스 펌프 에너지 드링크 오렌지맛 15p,1.2kg,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","236880.00","8","0","131888.00","236880.00","0.00","0","0.00","0","0","29610.00","7","6","39480.00","13.73","51","0.00","0.00","0","0","0","0","0.0"
"20260503","7690051966","8809822424009","40839658","뉴트리커먼 삼대오백 올인원 멀티비타민 30g 1박스 30정","87935049150","삼대오백 올인원 멀티비타민 30g,30정,1개","NO","Food","Healthy food","비타민","삼대오백","99000.00","10","0","53820.00","99000.00","0.00","0","0.00","0","0","9900.00","9","9","11000.00","16.07","56","0.00","0.00","0","0","0","0","0.0"
"20260503","7690051966","8809822424009","40839658","뉴트리커먼 삼대오백 올인원 멀티비타민 30g 1박스 30정","87980932280","삼대오백 올인원 멀티비타민 30g,30정,2개","NO","Food","Healthy food","비타민","삼대오백","39600.00","4","0","21528.00","39600.00","0.00","0","0.00","0","0","9900.00","2","2","19800.00","100.00","2","0.00","0.00","0","0","0","0","0.0"
"20260503","7690051966","R204170800002","40839660","뉴트리커먼 삼대오백 올인원 멀티비타민 30g 3박스 30정","87935049166","삼대오백 올인원 멀티비타민 30g,30정,3개","NO","Food","Healthy food","비타민","삼대오백","25900.00","1","0","16146.00","24900.00","0.00","1000","0.00","25900","1","25900.00","1","1","25900.00","100.00","1","0.00","0.00","0","0","0","0","0.0"
"20260503","7750278395","8809822423989","40852278","오아 플렌티 플렛 4L 자동습도조절 접이식 대용량 초음파 가습기 OHM-076WH","87941628273","오아 플렌티 플렛 4L 자동습도조절 접이식 초음파 가습기,OHM-076WH,단일 색상","NO","CE","Seasonal Appliance","가습기","오아","324000.00","5","0","182270.00","309680.00","1000.00","13320","0.00","194400","3","64800.00","5","5","64800.00","4.81","104","0.00","0.00","0","0","0","0","0.0"
"20260503","7773286136","8809822423996","40978593","삼대오백 마그네슘 33g 1박스 30정","87998981131","삼대오백 마그네슘 33g,30정,1개","NO","Food","Healthy food","칼슘/마그네슘/아연","삼대오백","69000.00","10","0","52910.00","62100.00","6900.00","0","0.00","6900","1","6900.00","10","10","6900.00","16.95","59","0.00","0.00","0","0","0","0","0.0"
"20260503","7773286136","8809822423996","40978593","삼대오백 마그네슘 33g 1박스 30정","88057926005","삼대오백 마그네슘 33g,30정,3개","NO","Food","Healthy food","칼슘/마그네슘/아연","삼대오백","16900.00","3","0","15873.00","16900.00","0.00","0","0.00","0","0","5633.33","1","1","16900.00","8.33","12","0.00","0.00","0","0","0","0","0.0"
"20260503","7761901383","8809822424184","40982029","오아 허그워머 무선 온열 전기 찜질기 OMS-027WH","87999944307","오아 허그워머 무선 온열 허리 전기찜질 마사지기,OMS-027WH,화이트","NO","CE","Health Appliance","마사지기","오아","69600.00","2","0","42402.00","64920.00","0.00","4680","0.00","69600","2","34800.00","2","2","34800.00","6.90","29","0.00","0.00","0","0","0","0","0.0"
"20260503","7762541791","8809822423897","40992472","삼대오백 퓨어 인시즌 카보린 플레인 헬스보충식품 1kg 1개","88002794905","삼대오백 퓨어 인시즌 카보린 플레인 헬스보충식품,1kg,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","159600.00","4","0","94308.00","159600.00","0.00","0","0.00","0","0","39900.00","4","4","39900.00","5.33","75","0.00","0.00","0","0","0","0","0.0"
"20260503","8482632811","8809822423880","41013274","삼대오백 퓨어 인시즌 카보린 순수 탄수화물 체리레몬향, 1kg, 1개","88010866690","삼대오백 퓨어 인시즌 카보린 순수 탄수화물 체리레몬향,1kg,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","279300.00","7","0","165039.00","279300.00","0.00","0","0.00","0","0","39900.00","7","7","39900.00","15.91","44","0.00","0.00","0","0","0","0","0.0"
"20260503","7966547078","8809822424191","41393087","삼대오백 프리워크아웃 월드클래스 분말 오렌지 헬스부스터 300g 1개","88182715758","삼대오백 프리워크아웃 월드클래스 헬스부스터 오렌지,300g,1개","NO","Food","Healthy food","헬스보충식품","삼대오백","149500.00","5","0","82430.00","149500.00","0.00","0","0.00","0","0","29900.00","5","5","29900.00","13.16","38","0.00","0.00","0","0","0","0","0.0"
"20260503","7825521878","8809822424467","41864123","오아 뮤즈S 블루투스 스피커 노래방 무선 마이크","88395691828","오아 무선 뮤즈S 블루투스 스피커 노래방 마이크,OSD-006BE,베이지","NO","CE","Digital","마이크","오아","178800.00","6","-1","109254.00","178800.00","0.00","0","0.00","0","0","29800.00","7","7","29800.00","4.32","162","0.00","0.00","0","0","0","0","0.0"
"20260503","8008570130","R205259560001","41910661","삼대오백 마그네슘 리커버리 웜업크림 발열 마사지 핫크림 오리지널 1개 100ml","88410713451","삼대오백 마그네슘 리커버리 크림 오리지널,1개,100ml","NO","HPC","Body Care","바디로션/크림/오일","삼대오백","59700.00","3","0","35277.00","59700.00","0.00","0","0.00","0","0","19900.00","3","3","19900.00","6.67","45","0.00","0.00","0","0","0","0","0.0"
"20260503","8008570130","R205259560001","41910661","삼대오백 마그네슘 리커버리 웜업크림 발열 마사지 핫크림 오리지널 1개 100ml","88410829448","삼대오백 마그네슘 리커버리 크림 오리지널,2개,100ml","NO","HPC","Body Care","바디로션/크림/오일","삼대오백","79600.00","4","0","47036.00","79600.00","0.00","0","0.00","0","0","19900.00","2","2","39800.00","28.57","7","0.00","0.00","0","0","0","0","0.0"
"20260503","7851755157","8809822424498","42051062","보아르 스테인리스 304 다이닝 토스트기 VDT-001IV","88459689802","보아르 다이닝 토스트기,VDT-001IV","NO","CE","Kitchen Appliance","토스터","보아르","119800.00","2","0","73038.00","119800.00","0.00","0","0.00","0","0","59900.00","2","2","59900.00","1.43","140","0.00","0.00","0","0","0","0","0.0"
"20260503","6778285606","8809822424269","42054545","뉴트리커먼 삼대오백 프리미엄 클래식 쉐이커 보틀 옐로우블랙 1개 800ml","88460321257","삼대오백 프리미엄 쉐이커 보틀,옐로우,800ml,1개","NO","Kitchen","Food Storage","쉐이커","삼대오백","44100.00","9","0","24057.00","34300.00","9800.00","0","0.00","9800","2","4900.00","9","9","4900.00","17.65","51","0.00","0.00","0","0","0","2","4.5"
"20260503","7865837640","8809822424542","42265154","오아 모던 온,습도 무소음 오브제 인테리어 LED시계 R 패브릭","88529444144","오아 모던 LED시계 R,단일 색상","NO","Home","Home Deco","벽시계","오아","628200.00","9","0","398331.00","615200.00","13000.00","0","0.00","139600","2","69800.00","9","9","69800.00","1.22","735","0.00","0.00","0","0","0","1","5.0"
"20260503","7844631774","8809822424450","42519088","보아르 포스A 유선 핸디 진공 청소기 화이트 VCL-039WH","88619507284","보아르 포스A 유선 진공 청소기,화이트,VCL-039WH","NO","CE","Living Appliance","핸디/스틱청소기","보아르","59800.00","1","0","36441.00","55710.00","0.00","4090","0.00","59800","1","59800.00","1","1","59800.00","1.72","58","0.00","0.00","0","0","0","0","0.0"
"20260503","7865931792","8809822424436","42803850","오아 클린건 접이식 차량용 무선 에어건 청소기 화이트 OCL-037WH","88741148501","오아 클린건 핸디 + 무선 스틱청소기 접이식 세트,OCL-037WH,혼합색상","NO","Leisure","Car Electronics","차량용청소기","오아","34900.00","1","0","24118.00","34900.00","0.00","0","0.00","0","0","34900.00","1","1","34900.00","4.35","23","0.00","0.00","0","0","0","0","0.0"
"20260503","6778285606","8809822424405","42828891","뉴트리커먼 삼대오백 프리미엄 클래식 미니 쉐이커 보틀 블랙 1개 600ml","88750326185","삼대오백 프리미엄 쉐이커,블랙,600ml,1개","NO","Kitchen","Food Storage","쉐이커","삼대오백","112500.00","25","0","53175.00","90680.00","21820.00","0","0.00","22500","5","4500.00","24","24","4687.50","28.92","83","0.00","0.00","0","0","0","2","5.0"
"20260503","6778285606","8809822424405","42828891","뉴트리커먼 삼대오백 프리미엄 클래식 미니 쉐이커 보틀 블랙 1개 600ml","95234788293","삼대오백 프리미엄 쉐이커,블랙,600ml,2개","NO","Kitchen","Food Storage","쉐이커","삼대오백","9000.00","2","0","4254.00","9000.00","0.00","0","0.00","0","0","4500.00","1","1","9000.00","33.33","3","0.00","0.00","0","0","0","0","0.0"
"20260503","6778285606","8809822424405","42828891","뉴트리커먼 삼대오백 프리미엄 클래식 미니 쉐이커 보틀 블랙 1개 600ml","95234788328","삼대오백 프리미엄 쉐이커,블랙,600ml,3개","NO","Kitchen","Food Storage","쉐이커","삼대오백","13500.00","3","0","6381.00","13500.00","0.00","0","0.00","0","0","4500.00","1","1","13500.00","50.00","2","0.00","0.00","0","0","0","0","0.0"
"20260503","6778285606","8809822424412","42828892","뉴트리커먼 삼대오백 프리미엄 클래식 미니 쉐이커 보틀 화이트 1개 600ml","88750326191","삼대오백 프리미엄 쉐이커 보틀,화이트,600ml,1개","NO","Kitchen","Food Storage","쉐이커","삼대오백","40500.00","9","0","19143.00","40500.00","0.00","0","0.00","0","0","4500.00","9","9","4500.00","13.24","68","0.00","0.00","0","0","0","0","0.0"
"20260503","7883641133","8809822424511","42913903","오아 클래식 LP플레이어 턴테이블 블루투스 스피커 OSD-007WH","88777740001","오아 클래식 LP 플레이어,단일상품,혼합색상","NO","CE","Digital","턴테이블","오아","73630.00","1","-1","44972.00","65670.00","0.00","7960","0.00","73630","1","73630.00","2","2","73630.00","2.67","75","0.00","0.00","0","0","0","0","0.0"
"20260503","7899771659","8809822424535","43252471","오아 무선 온열 바디케어 전신 목 어깨 허리 종아리 휴대용 쿠션 안마기 OMS-031BE","88910314276","오아 바디케어 무선 안마기 쿠션형 목 어깨 등 허리 종아리 다리 마사지기,OMS-031BE,혼합색상","NO","CE","Health Appliance","마사지기","오아","234500.00","5","0","145580.00","221380.00","0.00","13120","0.00","187600","4","46900.00","5","5","46900.00","2.31","216","0.00","0.00","0","0","0","0","0.0"
"20260503","7910405020","8809822424610","44320649","삼대오백 홍경천 추출물 스트레스 피로개선 15g 30정 1박스","89340345683","삼대오백 홍경천 추출물 15g,30정,1개","NO","Food","Healthy food","식물성류 건강식품","삼대오백","29700.00","3","0","20967.00","29700.00","0.00","0","0.00","0","0","9900.00","3","3","9900.00","9.38","32","0.00","0.00","0","0","0","0","0.0"
"20260503","8003176564","8809822424948","44332145","삼대오백 블랙마카 2000 132g 120정 1개","89341990468","삼대오백 프리미엄 블랙마카,120정,1개","NO","Food","Healthy food","식물성류 건강식품","삼대오백","119400.00","6","0","67296.00","119400.00","0.00","0","0.00","0","0","19900.00","6","6","19900.00","10.17","59","0.00","0.00","0","0","0","0","0.0"
"20260503","8003176564","8809822424948","44332145","삼대오백 블랙마카 2000 132g 120정 1개","89342054071","삼대오백 프리미엄 블랙마카,120정,2개","NO","Food","Healthy food","식물성류 건강식품","삼대오백","79600.00","4","0","44864.00","79600.00","0.00","0","0.00","0","0","19900.00","2","2","39800.00","50.00","4","0.00","0.00","0","0","0","0","0.0"
"20260503","7989527812","8809822424597","44374810","보아르 아띠랑스 무선 미니 전기포트 올 스텐 커피포트 베이지 VPT-003BE","89360791924","보아르 아띠랑스 전기포트 베이지,VPT-003BE","NO","CE","Kitchen Appliance","전기주전자","오아","37800.00","1","-1","23030.00","37110.00","0.00","0","0.00","37800","1","37800.00","2","2","37800.00","4.00","50","0.00","0.00","0","0","0","0","0.0"
"20260503","7989575057","8809822424863","44916947","오아 바디건 OMS-034BE","89509632619","오아 바디건 무선 미니 마사지기,OMS-034BE,베이지","NO","CE","Health Appliance","마사지기","오아","228400.00","7","-1","144543.00","227400.00","1000.00","0","0.00","32700","1","32637.50","8","8","32637.50","7.02","114","0.00","0.00","0","0","0","0","0.0"
"20260503","8036800913","8809822424795","44996967","오아 턴에어 미니 탁상팬 선풍기 화이트 OFN-058WH","89531616701","오아 턴에어 미니 탁상용 무선 선풍기,OFN-058WH,화이트","NO","CE","Seasonal Appliance","탁상용선풍기","오아","24800.00","1","0","18179.00","24800.00","0.00","0","0.00","0","0","24800.00","1","1","24800.00","1.28","78","0.00","0.00","0","0","0","0","0.0"
"20260503","8032769325","8809822424719","45342904","보아르 컴플릿 20L 자동 센서 쓰레기통 냄새차단","89641093466","보아르 컴플릿 자동 센서 쓰레기통 냄새차단 20L,베이지,280 x 206 x 425 mm","NO","Home","Bath Acc. & Household Cleaning","휴지통","보아르","300300.00","7","-2","215936.00","288011.00","0.00","0","0.00","0","0","42900.00","9","9","42900.00","3.73","241","0.00","0.00","0","0","0","0","0.0"
"20260503","8011373522","8809822424887","45349063","오아 스퀘어프로 BLDC 무선 미니 탁상용 벽걸이 선풍기 화이트 OFN-056WH","89641779886","오아 스퀘어프로 BLDC 무선 미니 탁상용 벽걸이 선풍기,OFN-056WH,화이트","NO","CE","Seasonal Appliance","USB/휴대용선풍기","오아","31460.00","1","0","20040.00","30600.00","0.00","860","0.00","31460","1","31460.00","1","1","31460.00","1.19","84","0.00","0.00","0","0","0","0","0.0"
"20260503","8017897778","8809822424764","45573288","오아 턴에어Pro 미니 탁상용 무선 선풍기 서큘레이터 화이트 OFN-061WH","89716920663","오아 턴에어 PRO 탁상용 무선 BLDC 높이조절 미니 선풍기,OFN-061WH,화이트","NO","CE","Seasonal Appliance","탁상용선풍기","오아","199200.00","4","0","111168.00","198200.00","1000.00","0","0.00","49800","1","49800.00","4","4","49800.00","1.65","243","0.00","0.00","0","0","0","0","0.0"
"20260503","8072361086","8809822424870","45701215","오아 턴에어 탁상용 무선 소형 저소음 서큘레이터 선풍기 OFN-060WH 화이트","89763681545","오아 턴에어 무선 탁상용 무소음 회전 미니 소형 선풍기,OFN-060WH,화이트","NO","CE","Seasonal Appliance","탁상용선풍기","오아","0.00","0","-1","0.00","0.00","0.00","0","0.00","0","0","34800.00","1","1","34800.00","1.61","62","0.00","0.00","0","0","0","0","0.0"
